Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,source,Item_Type_Combined,Years_Established
17.25,Regular,0.160095901,Fruits and Vegetables,61.5194,Small,Tier 2,Supermarket Type1,1052.6298,train,Food,14
16.0,Regular,0.099832728,Frozen Foods,87.4856,Small,Tier 2,Supermarket Type1,263.6568,train,Food,14
6.32,Low Fat,0.012717946,Meat,40.2822,Small,Tier 1,Supermarket Type1,628.5152,train,Food,24
6.525,Not Applicable,0.090278634,Household,86.7882,Small,Tier 2,Supermarket Type1,1975.4286,train,Non-Consumable,17
6.695,Low Fat,0.0,Starchy Foods,191.882,High,Tier 3,Supermarket Type1,3861.64,train,Food,34
14.85,Regular,0.009958941,Snack Foods,157.963,Small,Tier 2,Supermarket Type1,2816.334,train,Food,19
17.1,Low Fat,0.032678839,Frozen Foods,150.7392,Medium,Tier 1,Supermarket Type1,3131.9232,train,Food,22
10.3,Regular,0.0,Fruits and Vegetables,115.0176,High,Tier 3,Supermarket Type1,4122.6336,train,Food,34
19.7,Low Fat,0.077849003,Baking Goods,179.166,High,Tier 3,Supermarket Type1,3056.022,train,Food,34
10.695,Regular,0.011443222,Snack Foods,73.5038,Medium,Tier 1,Supermarket Type1,1478.076,train,Food,22
7.285,Not Applicable,0.031214809,Household,177.1054,Small,Tier 2,Supermarket Type1,2626.581,train,Non-Consumable,19
17.7,Not Applicable,0.051146565,Household,127.3678,Medium,Tier 3,Supermarket Type2,3306.3628,train,Non-Consumable,12
18.25,Low Fat,0.015302653,Snack Foods,198.0084,Medium,Tier 1,Supermarket Type1,793.6336,train,Food,22
5.175,Regular,0.04937018,Snack Foods,106.7622,Small,Tier 3,Grocery Store,211.7244,train,Food,23
5.635,Low Fat,0.0,Baking Goods,148.705,Medium,Tier 1,Supermarket Type1,1198.44,train,Food,22
6.035,Low Fat,0.236433601,Snack Foods,155.5998,Small,Tier 3,Grocery Store,153.7998,train,Food,23
14.8,Low Fat,0.081372267,Meat,191.4846,Medium,Tier 3,Supermarket Type2,3057.3536,train,Food,12
18.25,Regular,0.18329488,Dairy,111.657,Small,Tier 1,Supermarket Type1,1537.998,train,Food,24
16.1,Regular,0.06358934,Dairy,179.4318,Medium,Tier 3,Supermarket Type2,360.8636,train,Food,12
16.75,Low Fat,0.060792265,Dairy,170.4106,Medium,Tier 3,Supermarket Type2,513.3318,train,Food,12
17.7,Regular,0.0,Starchy Foods,184.3924,Small,Tier 1,Supermarket Type1,4257.1252,train,Food,24
8.88,Not Applicable,0.098775709,Household,208.927,Medium,Tier 1,Supermarket Type1,7130.718,train,Non-Consumable,22
18.2,Low Fat,0.270300331,Fruits and Vegetables,38.319,Small,Tier 3,Grocery Store,109.857,train,Food,23
11.15,Low Fat,0.119852889,Dairy,44.9744,High,Tier 3,Supermarket Type1,498.0184,train,Food,34
20.0,Low Fat,0.034563936,Baking Goods,45.3086,Small,Tier 2,Supermarket Type1,490.6946,train,Food,14
7.935,Not Applicable,0.031710329,Household,263.091,High,Tier 3,Supermarket Type1,5522.811,train,Non-Consumable,34
20.1,Low Fat,0.074778547,Dairy,110.7228,Small,Tier 2,Supermarket Type1,1657.842,train,Food,19
13.65,Regular,0.013035609,Fruits and Vegetables,114.7834,Small,Tier 2,Supermarket Type1,3455.502,train,Food,17
6.635,Regular,0.046277956,Frozen Foods,36.7506,Medium,Tier 3,Supermarket Type2,75.9012,train,Food,12
18.25,Low Fat,0.0793795,Frozen Foods,226.1062,Small,Tier 2,Supermarket Type1,6771.186,train,Food,19
11.15,Not Applicable,0.073783159,Others,66.0142,Small,Tier 2,Supermarket Type1,988.713,train,Non-Consumable,14
19.5,Not Applicable,0.01572192,Household,185.6608,Small,Tier 2,Supermarket Type1,918.804,train,Non-Consumable,17
6.48,Low Fat,0.033952603,Snack Foods,148.2076,Medium,Tier 1,Supermarket Type1,3399.5748,train,Food,22
11.15,Regular,0.105220024,Baking Goods,102.7648,High,Tier 3,Supermarket Type1,1142.5128,train,Food,34
5.985,Low Fat,0.095715608,Frozen Foods,125.8678,High,Tier 3,Supermarket Type1,3560.6984,train,Food,34
7.27,Not Applicable,0.046822808,Health and Hygiene,99.3384,Small,Tier 2,Supermarket Type1,2759.0752,train,Non-Consumable,14
6.78,Regular,0.0,Fruits and Vegetables,227.5694,Medium,Tier 1,Supermarket Type1,3653.9104,train,Food,22
9.195,Regular,0.04731256,Frozen Foods,50.7666,Medium,Tier 3,Supermarket Type2,512.666,train,Food,12
19.5,Regular,0.077108099,Soft Drinks,232.8958,High,Tier 3,Supermarket Type1,5608.6992,train,Drinks,34
6.59,Low Fat,0.106027474,Fruits and Vegetables,83.9908,Medium,Tier 3,Supermarket Type2,1426.1436,train,Food,12
7.51,Low Fat,0.01742908,Fruits and Vegetables,229.601,Small,Tier 1,Supermarket Type1,6201.927,train,Food,24
13.0,Not Applicable,0.073229342,Household,254.1014,Small,Tier 1,Grocery Store,255.0014,train,Non-Consumable,36
15.25,Low Fat,0.157257637,Frozen Foods,215.0192,Small,Tier 1,Grocery Store,1078.596,train,Food,36
8.935,Low Fat,0.039988162,Frozen Foods,55.7298,Medium,Tier 3,Supermarket Type3,1024.6662,train,Food,36
12.5,Low Fat,0.081119484,Meat,220.0798,Small,Tier 2,Supermarket Type1,1322.2788,train,Food,17
17.0,Not Applicable,0.052421981,Health and Hygiene,123.773,Medium,Tier 3,Supermarket Type2,1231.73,train,Non-Consumable,12
7.93,Not Applicable,0.070791391,Health and Hygiene,46.4086,Medium,Tier 3,Supermarket Type3,2007.387,train,Non-Consumable,36
12.65,Low Fat,0.069817659,Meat,53.5324,Small,Tier 2,Supermarket Type1,830.9184,train,Food,14
12.5,Regular,0.109971578,Fruits and Vegetables,82.7592,Small,Tier 2,Supermarket Type1,577.9144,train,Food,17
18.7,Regular,0.091950972,Meat,184.2292,Medium,Tier 3,Supermarket Type2,1277.0044,train,Food,12
11.0,Regular,0.133145617,Canned,218.4798,Small,Tier 1,Supermarket Type1,2203.798,train,Food,24
16.7,Not Applicable,0.046609281,Household,248.6776,Small,Tier 1,Grocery Store,495.3552,train,Non-Consumable,36
7.35,Low Fat,0.028652919,Fruits and Vegetables,40.5454,Small,Tier 2,Supermarket Type1,545.2902,train,Food,19
10.895,Low Fat,0.136696892,Dairy,264.5568,High,Tier 3,Supermarket Type1,5536.7928,train,Food,34
17.2,Regular,0.012002075,Canned,165.3184,High,Tier 3,Supermarket Type1,990.7104,train,Food,34
15.5,Regular,0.025513973,Baking Goods,83.7934,Small,Tier 2,Supermarket Type1,1474.0812,train,Food,14
7.905,Low Fat,0.064194304,Hard Drinks,229.4694,Small,Tier 2,Supermarket Type1,2055.3246,train,Drinks,19
9.8,Low Fat,0.013920032,Soft Drinks,45.006,Small,Tier 2,Supermarket Type1,792.302,train,Drinks,14
11.6,Regular,0.079251097,Frozen Foods,79.2276,Medium,Tier 3,Supermarket Type2,649.8208,train,Food,12
15.85,Regular,0.121043709,Baking Goods,59.422,Medium,Tier 3,Supermarket Type3,1078.596,train,Food,36
12.6,Low Fat,0.048545853,Breads,60.1194,Medium,Tier 3,Supermarket Type3,1114.5492,train,Food,36
5.825,Not Applicable,0.091467933,Household,159.7894,Small,Tier 2,Supermarket Type1,1294.3152,train,Non-Consumable,17
16.35,Low Fat,0.0,Fruits and Vegetables,196.3426,Medium,Tier 3,Supermarket Type2,1384.1982,train,Food,12
14.7,Low Fat,0.020916223,Hard Drinks,141.8128,Small,Tier 2,Supermarket Type1,1869.5664,train,Drinks,17
11.6,Low Fat,0.0,Soft Drinks,141.9154,Small,Tier 2,Supermarket Type1,992.7078,train,Drinks,17
16.75,Low Fat,0.104768536,Snack Foods,155.163,High,Tier 3,Supermarket Type1,2972.797,train,Food,34
12.5,Low Fat,0.020680499,Breads,197.2742,High,Tier 3,Supermarket Type1,2587.9646,train,Food,34
12.6,Regular,0.123727659,Dairy,253.0356,Small,Tier 3,Grocery Store,254.3356,train,Food,23
12.35,Not Applicable,0.163805509,Household,117.6124,High,Tier 3,Supermarket Type1,3910.9092,train,Non-Consumable,34
13.35,Low Fat,0.065082452,Baking Goods,93.0804,Small,Tier 2,Supermarket Type1,2113.2492,train,Food,19
6.63,Regular,0.182128363,Baking Goods,165.65,Small,Tier 1,Grocery Store,665.8,train,Food,36
20.25,Regular,0.01871404,Fruits and Vegetables,223.4772,Medium,Tier 3,Supermarket Type3,7116.0704,train,Food,36
18.85,Low Fat,0.159096908,Hard Drinks,129.3336,Small,Tier 1,Grocery Store,127.8336,train,Drinks,36
6.63,Regular,0.103935018,Baking Goods,166.85,High,Tier 3,Supermarket Type1,5326.4,train,Food,34
6.61,Regular,0.029129907,Snack Foods,188.4898,Medium,Tier 3,Supermarket Type2,4677.245,train,Food,12
19.6,Regular,0.128011859,Snack Foods,166.8816,Small,Tier 2,Supermarket Type1,1845.5976,train,Food,17
13.6,Regular,0.119850541,Dairy,234.53,Small,Tier 2,Supermarket Type1,6524.84,train,Food,14
9.5,Low Fat,0.073985248,Snack Foods,252.5724,Medium,Tier 3,Supermarket Type3,3271.7412,train,Food,36
19.25,Regular,0.027233781,Meat,197.511,Small,Tier 2,Supermarket Type1,982.055,train,Food,14
5.73,Low Fat,0.079440262,Soft Drinks,86.7882,Small,Tier 1,Grocery Store,85.8882,train,Drinks,36
20.0,Regular,0.060022526,Baking Goods,168.7132,Small,Tier 2,Supermarket Type1,6426.3016,train,Food,19
15.2,Low Fat,0.02110482,Canned,217.0824,Medium,Tier 3,Supermarket Type3,6769.8544,train,Food,36
20.75,Low Fat,0.181958524,Snack Foods,161.0578,Small,Tier 3,Grocery Store,481.3734,train,Food,23
7.235,Low Fat,0.058222587,Snack Foods,114.8834,Medium,Tier 1,Supermarket Type1,3340.3186,train,Food,22
13.5,Not Applicable,0.054723717,Health and Hygiene,36.6874,Medium,Tier 3,Supermarket Type3,1058.622,train,Non-Consumable,36
6.78,Low Fat,0.066724663,Fruits and Vegetables,187.724,Medium,Tier 1,Supermarket Type1,1491.392,train,Food,22
7.3,Low Fat,0.144167934,Frozen Foods,146.3076,Small,Tier 3,Grocery Store,886.8456,train,Food,23
12.3,Not Applicable,0.052458358,Household,188.753,High,Tier 3,Supermarket Type1,3795.06,train,Non-Consumable,34
16.85,Low Fat,0.139985583,Snack Foods,145.276,Medium,Tier 3,Supermarket Type2,2490.092,train,Food,12
14.65,Regular,0.099286298,Snack Foods,49.8666,Medium,Tier 1,Supermarket Type1,563.9326,train,Food,22
15.6,Low Fat,0.037680711,Snack Foods,123.7704,Small,Tier 2,Supermarket Type1,3129.26,train,Food,17
17.35,Not Applicable,0.168064909,Household,176.2712,Medium,Tier 3,Supermarket Type2,1230.3984,train,Non-Consumable,12
16.0,Low Fat,0.090111173,Dairy,141.3154,Medium,Tier 1,Supermarket Type1,3261.7542,train,Food,22
17.0,Low Fat,0.136286138,Fruits and Vegetables,170.9106,Medium,Tier 3,Supermarket Type2,1197.7742,train,Food,12
11.5,Regular,0.125857678,Frozen Foods,100.5358,Small,Tier 2,Supermarket Type1,2111.2518,train,Food,19
5.695,Regular,0.067700925,Breads,256.5988,Small,Tier 1,Supermarket Type1,2055.9904,train,Food,24
15.2,Low Fat,0.112896669,Soft Drinks,36.0848,Small,Tier 1,Supermarket Type1,1193.1136,train,Drinks,24
9.1,Low Fat,0.173973652,Baking Goods,126.5362,High,Tier 3,Supermarket Type1,1761.7068,train,Food,34
16.85,Low Fat,0.0,Snack Foods,146.076,Small,Tier 2,Supermarket Type1,2636.568,train,Food,14
11.15,Not Applicable,0.073516952,Others,65.9142,Small,Tier 2,Supermarket Type1,790.9704,train,Non-Consumable,19
17.0,Low Fat,0.119285634,Frozen Foods,247.4434,High,Tier 3,Supermarket Type1,2980.1208,train,Food,34
7.47,Regular,0.153011599,Frozen Foods,215.2218,Small,Tier 2,Supermarket Type1,3419.5488,train,Food,14
20.7,Low Fat,0.04875891,Fruits and Vegetables,37.3506,Small,Tier 1,Supermarket Type1,834.9132,train,Food,24
15.6,Regular,0.105276162,Snack Foods,173.2764,Small,Tier 2,Supermarket Type1,3779.0808,train,Food,17
17.7,Regular,0.122123201,Meat,100.7674,Small,Tier 2,Supermarket Type1,814.9392,train,Food,19
13.0,Not Applicable,0.082970667,Household,60.0194,Medium,Tier 1,Supermarket Type1,1114.5492,train,Non-Consumable,22
14.0,Regular,0.029782937,Dairy,146.3786,Small,Tier 2,Supermarket Type1,866.8716,train,Food,19
18.85,Regular,0.067953506,Dairy,119.044,Small,Tier 1,Supermarket Type1,2396.88,train,Food,24
15.7,Low Fat,0.03722507,Soft Drinks,182.4634,Small,Tier 2,Supermarket Type1,1999.3974,train,Drinks,17
15.85,Not Applicable,0.020487625,Household,44.0112,Small,Tier 1,Supermarket Type1,468.7232,train,Non-Consumable,24
6.175,Regular,0.179077475,Meat,94.3752,Small,Tier 1,Supermarket Type1,1342.2528,train,Food,24
15.2,Low Fat,0.037131628,Canned,216.4824,Small,Tier 1,Grocery Store,218.3824,train,Food,36
16.0,Regular,0.017547958,Meat,48.3718,Small,Tier 2,Supermarket Type1,614.5334,train,Food,17
13.15,Not Applicable,0.093191195,Household,158.1604,Small,Tier 2,Supermarket Type1,1426.1436,train,Non-Consumable,14
16.5,Regular,0.079875237,Fruits and Vegetables,102.7332,Small,Tier 2,Supermarket Type1,1537.998,train,Food,19
14.65,Not Applicable,0.01125332,Others,57.0614,Small,Tier 2,Supermarket Type1,939.4438,train,Non-Consumable,14
13.5,Regular,0.125170423,Snack Foods,261.491,High,Tier 3,Supermarket Type1,3418.883,train,Food,34
10.1,Low Fat,0.032152004,Canned,50.6008,Medium,Tier 1,Supermarket Type1,404.8064,train,Food,22
11.85,Regular,0.056033565,Baking Goods,51.4666,Small,Tier 2,Supermarket Type1,974.0654,train,Food,14
9.285,Regular,0.021049215,Snack Foods,161.0578,Small,Tier 2,Supermarket Type1,2406.867,train,Food,19
12.8,Regular,0.023526504,Meat,223.5404,Small,Tier 2,Supermarket Type1,5626.01,train,Food,17
6.235,Not Applicable,0.020229757,Household,260.8962,Medium,Tier 1,Supermarket Type1,5956.9126,train,Non-Consumable,22
12.15,Low Fat,0.131445848,Frozen Foods,246.846,Small,Tier 2,Supermarket Type1,6404.996,train,Food,19
19.6,Not Applicable,0.083862625,Health and Hygiene,44.077,Small,Tier 1,Grocery Store,216.385,train,Non-Consumable,36
12.35,Regular,0.18614827,Baking Goods,78.2328,Medium,Tier 1,Supermarket Type1,1158.492,train,Food,22
9.195,Regular,0.204713036,Fruits and Vegetables,101.0016,Small,Tier 3,Grocery Store,202.4032,train,Food,23
16.2,Low Fat,0.036057562,Fruits and Vegetables,260.3278,Medium,Tier 3,Supermarket Type2,2342.9502,train,Food,12
7.285,Not Applicable,0.031327839,Household,174.6054,Small,Tier 2,Supermarket Type1,2976.7918,train,Non-Consumable,14
7.05,Regular,0.055558509,Breads,224.7088,Small,Tier 1,Supermarket Type1,3131.9232,train,Food,24
7.905,Low Fat,0.0,Frozen Foods,109.9254,Small,Tier 1,Grocery Store,108.5254,train,Food,36
14.5,Regular,0.063863551,Breads,262.3594,Small,Tier 1,Supermarket Type1,4448.2098,train,Food,24
13.35,Low Fat,0.0,Dairy,75.7012,Small,Tier 2,Supermarket Type1,1442.1228,train,Drinks,14
11.5,Low Fat,0.0,Fruits and Vegetables,128.4652,Medium,Tier 1,Supermarket Type1,2841.6344,train,Food,22
12.1,Low Fat,0.016852909,Hard Drinks,180.666,Medium,Tier 1,Supermarket Type1,2876.256,train,Drinks,22
11.8,Regular,0.094037241,Snack Foods,124.5704,Medium,Tier 3,Supermarket Type2,1001.3632,train,Food,12
7.05,Low Fat,0.085312137,Snack Foods,107.4912,Medium,Tier 3,Supermarket Type2,982.7208,train,Food,12
19.85,Low Fat,0.053764023,Seafood,195.7768,Medium,Tier 3,Supermarket Type3,3547.3824,train,Food,36
18.75,Not Applicable,0.010365546,Household,207.0954,Small,Tier 1,Supermarket Type1,3125.931,train,Non-Consumable,24
19.25,Regular,0.027135522,Meat,196.311,Small,Tier 2,Supermarket Type1,3142.576,train,Food,19
16.2,Low Fat,0.0,Canned,100.57,High,Tier 3,Supermarket Type1,1398.18,train,Food,34
8.31,Regular,0.116148596,Snack Foods,176.0028,Medium,Tier 3,Supermarket Type2,4427.57,train,Food,12
13.1,Low Fat,0.075363922,Dairy,73.8354,Small,Tier 2,Supermarket Type1,1956.1204,train,Food,14
13.5,Low Fat,0.021496403,Fruits and Vegetables,180.5976,Small,Tier 1,Supermarket Type1,3078.6592,train,Food,24
11.15,Regular,0.085931544,Snack Foods,169.679,Small,Tier 1,Supermarket Type1,1018.674,train,Food,24
7.5,Not Applicable,0.096806008,Household,56.2588,Medium,Tier 3,Supermarket Type2,687.1056,train,Non-Consumable,12
10.5,Low Fat,0.04778563,Hard Drinks,156.5946,Medium,Tier 3,Supermarket Type3,3787.0704,train,Drinks,36
15.6,Regular,0.105725004,Snack Foods,169.9764,Medium,Tier 3,Supermarket Type2,2748.4224,train,Food,12
7.05,Low Fat,0.148764535,Snack Foods,111.1912,Small,Tier 1,Grocery Store,109.1912,train,Food,36
6.78,Low Fat,0.066997921,Fruits and Vegetables,186.524,Small,Tier 2,Supermarket Type1,2609.936,train,Food,14
16.0,Low Fat,0.040938155,Snack Foods,141.1496,Small,Tier 2,Supermarket Type1,4516.7872,train,Food,17
13.8,Regular,0.014661762,Canned,89.1172,Medium,Tier 3,Supermarket Type3,2319.6472,train,Food,36
10.5,Low Fat,0.048213766,Hard Drinks,159.6946,Medium,Tier 3,Supermarket Type2,3629.2758,train,Drinks,12
17.1,Low Fat,0.032761024,Frozen Foods,148.8392,Medium,Tier 3,Supermarket Type2,2087.9488,train,Food,12
7.535,Low Fat,0.0,Soft Drinks,121.644,Small,Tier 2,Supermarket Type1,1557.972,train,Drinks,19
15.1,Low Fat,0.025988508,Frozen Foods,146.6076,Small,Tier 2,Supermarket Type1,2364.9216,train,Food,17
15.1,Low Fat,0.026140452,Frozen Foods,149.0076,Small,Tier 2,Supermarket Type1,4138.6128,train,Food,14
10.0,Low Fat,0.025932408,Canned,264.7226,Medium,Tier 3,Supermarket Type2,3171.8712,train,Food,12
20.85,Low Fat,0.098170402,Starchy Foods,224.0746,Small,Tier 2,Supermarket Type1,2243.746,train,Food,14
16.7,Regular,0.119439636,Fruits and Vegetables,182.1976,Small,Tier 2,Supermarket Type1,724.3904,train,Food,17
8.315,Regular,0.059540542,Baking Goods,143.6444,Small,Tier 3,Grocery Store,145.1444,train,Food,23
15.6,Low Fat,0.044122209,Snack Foods,173.8054,Small,Tier 1,Grocery Store,175.1054,train,Food,36
16.75,Low Fat,0.081304829,Fruits and Vegetables,258.4988,Small,Tier 2,Supermarket Type1,4111.9808,train,Food,17
6.15,Low Fat,0.081014461,Baking Goods,98.8384,Small,Tier 1,Grocery Store,492.692,train,Food,36
12.5,Not Applicable,0.006775667,Household,42.9112,Medium,Tier 1,Supermarket Type1,1022.6688,train,Non-Consumable,22
6.8,Low Fat,0.03749705,Baking Goods,49.9034,Small,Tier 1,Supermarket Type1,194.4136,train,Food,24
7.3,Low Fat,0.086060695,Frozen Foods,149.8076,High,Tier 3,Supermarket Type1,2808.3444,train,Food,34
15.85,Not Applicable,0.020519478,Household,42.5112,Medium,Tier 1,Supermarket Type1,852.224,train,Non-Consumable,22
12.1,Regular,0.061163967,Soft Drinks,56.5614,Small,Tier 2,Supermarket Type1,828.921,train,Drinks,17
9.195,Regular,0.07821891,Meat,107.6596,Small,Tier 2,Supermarket Type1,323.5788,train,Food,19
7.59,Regular,0.14492016,Fruits and Vegetables,174.708,High,Tier 3,Supermarket Type1,2942.836,train,Food,34
12.15,Low Fat,0.062235983,Starchy Foods,34.5532,High,Tier 3,Supermarket Type1,359.532,train,Food,34
19.75,Regular,0.030166924,Frozen Foods,179.766,Small,Tier 3,Grocery Store,719.064,train,Food,23
18.85,Not Applicable,0.016104504,Health and Hygiene,130.2626,Small,Tier 2,Supermarket Type1,2360.9268,train,Non-Consumable,17
12.15,Low Fat,0.01544786,Frozen Foods,211.2928,High,Tier 3,Supermarket Type1,2735.1064,train,Food,34
13.1,Low Fat,0.037574137,Fruits and Vegetables,174.2054,Small,Tier 2,Supermarket Type1,3677.2134,train,Food,17
10.195,Low Fat,0.106876976,Snack Foods,146.7076,Medium,Tier 3,Supermarket Type3,3842.9976,train,Food,36
8.985,Low Fat,0.32111501,Fruits and Vegetables,100.77,Small,Tier 1,Grocery Store,199.74,train,Food,36
7.895,Regular,0.061124626,Breakfast,58.5588,High,Tier 3,Supermarket Type1,171.7764,train,Food,34
9.8,Regular,0.127599399,Snack Foods,118.9098,Small,Tier 1,Grocery Store,120.5098,train,Food,36
16.75,Low Fat,0.029785889,Snack Foods,38.9822,Medium,Tier 1,Supermarket Type1,628.5152,train,Food,22
16.35,Not Applicable,0.0,Household,198.211,Small,Tier 2,Supermarket Type1,2946.165,train,Non-Consumable,17
8.21,Low Fat,0.010762387,Hard Drinks,149.5392,Small,Tier 2,Supermarket Type1,1789.6704,train,Drinks,17
15.85,Low Fat,0.108206497,Soft Drinks,58.3904,Small,Tier 2,Supermarket Type1,468.7232,train,Drinks,14
16.2,Low Fat,0.063127333,Canned,100.47,Medium,Tier 1,Supermarket Type1,1597.92,train,Food,22
17.5,Low Fat,0.02687089,Frozen Foods,264.491,Small,Tier 1,Supermarket Type1,3681.874,train,Food,24
11.15,Low Fat,0.099681705,Baking Goods,107.4622,Small,Tier 1,Grocery Store,317.5866,train,Food,36
13.65,Regular,0.072898645,Frozen Foods,198.1426,Small,Tier 2,Supermarket Type1,1977.426,train,Food,17
11.35,Regular,0.063354531,Dairy,88.9856,Small,Tier 2,Supermarket Type1,1230.3984,train,Food,19
10.8,Low Fat,0.082534287,Dairy,191.1504,Small,Tier 2,Supermarket Type1,4410.2592,train,Food,17
7.47,Regular,0.152024355,Frozen Foods,211.8218,High,Tier 3,Supermarket Type1,1496.0526,train,Food,34
19.85,Low Fat,0.045669236,Fruits and Vegetables,126.402,Small,Tier 1,Supermarket Type1,1012.016,train,Food,24
8.39,Regular,0.024342578,Frozen Foods,113.6176,Small,Tier 2,Supermarket Type1,2862.94,train,Food,14
10.8,Low Fat,0.028988288,Snack Foods,239.2222,Medium,Tier 1,Supermarket Type1,6692.6216,train,Food,22
15.0,Not Applicable,0.044908404,Health and Hygiene,140.2838,Small,Tier 1,Supermarket Type1,1404.838,train,Non-Consumable,24
17.35,Not Applicable,0.168329848,Household,176.7712,Small,Tier 2,Supermarket Type1,2812.3392,train,Non-Consumable,14
14.1,Low Fat,0.111936685,Snack Foods,198.8084,Small,Tier 3,Grocery Store,992.042,train,Food,23
